,publishedAt,authorDisplayName,textDisplay,text_clean,normalized_text,text_token,text_stemindo,polarity_score,polarity
2146,2023-09-27T23:52:48Z,@erhachannel727,Tiktok shop bayar pajak gk sih<br>cm tny,tiktok shop bayar pajak gk sihbrcm tny,tiktok shop bayar pajak enggak sihbrcm tny,"['tiktok', 'shop', 'bayar', 'pajak', 'enggak', 'sihbrcm', 'tny']",tiktok shop bayar pajak enggak sihbrcm tny,-2,negatif
2147,2023-09-27T23:46:06Z,@user-tu3yu9rd6n,Negara sedang riwet sendri karna ulh nyah mrka yank mengijin kan adanyh tiktok sbgai aksara hiburan atw jual bli brng skrng ditutup dh terlnjur kplng ....intinyh pjk dri tanh abng berkurng x yah 😅😅😅😅😅😅😅 mknyh ditutup sitok tok nih miris negri kuh ini sangt kacaw brt,negara sedang riwet sendri karna ulh nyah mrka yank mengijin kan adanyh tiktok sbgai aksara hiburan atw jual bli brng skrng ditutup dh terlnjur kplng intinyh pjk dri tanh abng berkurng x yah  mknyh ditutup sitok tok nih miris negri kuh ini sangt kacaw brt,negara sedang riwet sendiri karena ulh nya mereka sayang mengijin kan adanyh tiktok sebagai aksara hiburan atau jual beli brng sekarang ditutup dah terlnjur kplng intinyh pjk dari tanh abng berkurng kali ya  mknyh ditutup sitok tok nih miris negeri kuh ini sangat kacaw brt,"['negara', 'sedang', 'riwet', 'sendiri', 'karena', 'ulh', 'nya', 'mereka', 'sayang', 'mengijin', 'kan', 'adanyh', 'tiktok', 'sebagai', 'aksara', 'hiburan', 'atau', 'jual', 'beli', 'brng', 'sekarang', 'ditutup', 'dah', 'terlnjur', 'kplng', 'intinyh', 'pjk', 'dari', 'tanh', 'abng', 'berkurng', 'kali', 'ya', 'mknyh', 'ditutup', 'sitok', 'tok', 'nih', 'miris', 'negeri', 'kuh', 'ini', 'sangat', 'kacaw', 'brt']",negara sedang riwet sendiri karena ulh nya mereka sayang mengijin kan adanyh tiktok bagai aksara hibur atau jual beli brng sekarang tutup dah terlnjur kplng intinyh pjk dari tanh abng berkurng kali ya mknyh tutup sitok tok nih miris negeri kuh ini sangat kacaw brt,-7,negatif
2148,2023-09-27T23:44:41Z,@anshorisfamily952,Harusnya yang dilarang itu masuknya barang barang produk impor dengan bebas.Supaya yang beredar dipasaran Indonesia adalah produk lokal.Pemerintah dampingi dan Bimbing UMKM agar SDM meningkat dan kualitas produk setara dengan barang impor.Bila perlu melebihi supaya bisa di ekspor.Semoga UMKM Indonesia semakin maju dan sejahtera.Dan semoga pejabat pejabat  Pemerintah dapat hidayah berhenti korupsinya.,harusnya yang dilarang itu masuknya barang barang produk impor dengan bebassupaya yang beredar dipasaran indonesia adalah produk lokalpemerintah dampingi dan bimbing umkm agar sdm meningkat dan kualitas produk setara dengan barang imporbila perlu melebihi supaya bisa di eksporsemoga umkm indonesia semakin maju dan sejahteradan semoga pejabat pejabat  pemerintah dapat hidayah berhenti korupsinya,harusnya yang dilarang itu masuknya barang barang produk impor dengan bebassupaya yang beredar dipasaran indonesia adalah produk lokalpemerintah dampingi dan bimbing umkm agar sdm meningkat dan kualitas produk setara dengan barang imporbila perlu melebihi supaya bisa di eksporsemoga umkm indonesia semakin maju dan sejahteradan semoga pejabat pejabat  pemerintah dapat hidayah berhenti korupsinya,"['harusnya', 'yang', 'dilarang', 'itu', 'masuknya', 'barang', 'barang', 'produk', 'impor', 'dengan', 'bebassupaya', 'yang', 'beredar', 'dipasaran', 'indonesia', 'adalah', 'produk', 'lokalpemerintah', 'dampingi', 'dan', 'bimbing', 'umkm', 'agar', 'sdm', 'meningkat', 'dan', 'kualitas', 'produk', 'setara', 'dengan', 'barang', 'imporbila', 'perlu', 'melebihi', 'supaya', 'bisa', 'di', 'eksporsemoga', 'umkm', 'indonesia', 'semakin', 'maju', 'dan', 'sejahteradan', 'semoga', 'pejabat', 'pejabat', 'pemerintah', 'dapat', 'hidayah', 'berhenti', 'korupsinya']",harus yang larang itu masuk barang barang produk impor dengan bebassupaya yang edar pasar indonesia adalah produk lokalpemerintah damping dan bimbing umkm agar sdm tingkat dan kualitas produk tara dengan barang imporbila perlu lebih supaya bisa di eksporsemoga umkm indonesia makin maju dan sejahteradan moga jabat jabat perintah dapat hidayah henti korupsi,-13,negatif
2149,2023-09-28T01:42:02Z,@thelukmanto1210,Sepakat 🎉🎉,sepakat ,sepakat ,['sepakat'],sepakat,4,positif
2150,2023-09-28T01:50:12Z,@masary4426,"Naahh,ini setuju sya...<br><br>Win win solution",naahhini setuju syabrbrwin win solution,naahhini setuju syabrbrwin win solution,"['naahhini', 'setuju', 'syabrbrwin', 'win', 'solution']",naahhini tuju syabrbrwin win solution,3,positif
2151,2023-09-28T11:15:05Z,@sanstai433,Susah bro. Cuan nya kan di pajak 😂,susah bro cuan nya kan di pajak ,susah bro cuan nya kan di pajak ,"['susah', 'bro', 'cuan', 'nya', 'kan', 'di', 'pajak']",susah bro cuan nya kan di pajak,-6,negatif
2153,2023-09-29T11:34:01Z,@arsyilabintana4548,"Tapi yg bikin sedih klo artis yg udah bnyak duit ikut jualan,nahh sediiiiih bngt kita cuma gigit jari para pedagang online biasa penonton nya lebih milih ke par artis",tapi yg bikin sedih klo artis yg udah bnyak duit ikut jualannahh sediiiiih bngt kita cuma gigit jari para pedagang online biasa penonton nya lebih milih ke par artis,tapi yang bikin sedih kalo artis yang sudah banyak duit ikut jualannahh sediiiiih banget kita cuma gigit jari para pedagang online biasa penonton nya lebih memilih ke par artis,"['tapi', 'yang', 'bikin', 'sedih', 'kalo', 'artis', 'yang', 'sudah', 'banyak', 'duit', 'ikut', 'jualannahh', 'sediiiiih', 'banget', 'kita', 'cuma', 'gigit', 'jari', 'para', 'pedagang', 'online', 'biasa', 'penonton', 'nya', 'lebih', 'memilih', 'ke', 'par', 'artis']",tapi yang bikin sedih kalo artis yang sudah banyak duit ikut jualannahh sediiiiih banget kita cuma gigit jari para dagang online biasa tonton nya lebih pilih ke par artis,-17,negatif
2154,2023-09-27T22:39:45Z,@hadiklowor2175,Faktaaa kwalitasx bedaaaa &quot; andaiii dgn kwalitas samaaa ok &quot; tapi faktaaaa &quot;,faktaaa kwalitasx bedaaaa quot andaiii dgn kwalitas samaaa ok quot tapi faktaaaa quot,faktaaa kwalitasx bedaaaa quot andaiii dengan kwalitas samaaa ok quot tapi faktaaaa quot,"['faktaaa', 'kwalitasx', 'bedaaaa', 'quot', 'andaiii', 'dengan', 'kwalitas', 'samaaa', 'ok', 'quot', 'tapi', 'faktaaaa', 'quot']",faktaaa kwalitasx bedaaaa quot andaiii dengan kwalitas samaaa ok quot tapi faktaaaa quot,4,positif
2155,2023-09-27T19:56:01Z,@cakmat618,"dari dulu pemerintah pusat/daerah emang suka telat bikin aturan, selalu begitu. apa kita gak punya analis digital atau apapun itu sebelum viral entah baik/buruk terjadi bisa di cegah.",dari dulu pemerintah pusatdaerah emang suka telat bikin aturan selalu begitu apa kita gak punya analis digital atau apapun itu sebelum viral entah baikburuk terjadi bisa di cegah,dari dulu pemerintah pusatdaerah memang suka telat bikin aturan selalu begitu apa kita enggak punya analis digital atau apapun itu sebelum viral entah baikburuk terjadi bisa di cegah,"['dari', 'dulu', 'pemerintah', 'pusatdaerah', 'memang', 'suka', 'telat', 'bikin', 'aturan', 'selalu', 'begitu', 'apa', 'kita', 'enggak', 'punya', 'analis', 'digital', 'atau', 'apapun', 'itu', 'sebelum', 'viral', 'entah', 'baikburuk', 'terjadi', 'bisa', 'di', 'cegah']",dari dulu perintah pusatdaerah memang suka telat bikin atur selalu begitu apa kita enggak punya analis digital atau apa itu belum viral entah baikburuk jadi bisa di cegah,-2,negatif
2156,2023-09-28T14:59:46Z,@gegammer6016,"Keknya klo dibilang telat kudunya ditangkapnya cepet, tapi malah faktanya ada yang berat sebelah sering terjadi, jadi jangan terlalu heran klo telat karena ada negosiasi pihak sana dan sini dlu😂",keknya klo dibilang telat kudunya ditangkapnya cepet tapi malah faktanya ada yang berat sebelah sering terjadi jadi jangan terlalu heran klo telat karena ada negosiasi pihak sana dan sini dlu,kayaknya kalo dibilang telat kudunya ditangkapnya cepat tapi malah faktanya ada yang berat sebelah sering terjadi jadi jangan terlalu heran kalo telat karena ada negosiasi pihak sana dan sini dulu,"['kayaknya', 'kalo', 'dibilang', 'telat', 'kudunya', 'ditangkapnya', 'cepat', 'tapi', 'malah', 'faktanya', 'ada', 'yang', 'berat', 'sebelah', 'sering', 'terjadi', 'jadi', 'jangan', 'terlalu', 'heran', 'kalo', 'telat', 'karena', 'ada', 'negosiasi', 'pihak', 'sana', 'dan', 'sini', 'dulu']",kayak kalo bilang telat kudu tangkap cepat tapi malah fakta ada yang berat belah sering jadi jadi jangan terlalu heran kalo telat karena ada negosiasi pihak sana dan sini dulu,-19,negatif
2157,2023-09-27T19:39:28Z,@johanessucipto2318,"Setuju, hidup umkm",setuju hidup umkm,setuju hidup umkm,"['setuju', 'hidup', 'umkm']",tuju hidup umkm,5,positif
2158,2023-09-27T19:33:28Z,@musamusa29,yg jualan di tiktok kbnykn para seleb yg duitny sdh bnyk. hp dan leptopny juga udh bagus   dan mahal. ksian yg pdagang msarakat kcil mkin terpuruk 😀,yg jualan di tiktok kbnykn para seleb yg duitny sdh bnyk hp dan leptopny juga udh bagus   dan mahal ksian yg pdagang msarakat kcil mkin terpuruk ,yang jualan di tiktok kbnykn para seleb yang duitny sudah banyak hp dan leptopny juga sudah bagus   dan mahal ksian yang pdagang msarakat kecil makin terpuruk ,"['yang', 'jualan', 'di', 'tiktok', 'kbnykn', 'para', 'seleb', 'yang', 'duitny', 'sudah', 'banyak', 'hp', 'dan', 'leptopny', 'juga', 'sudah', 'bagus', 'dan', 'mahal', 'ksian', 'yang', 'pdagang', 'msarakat', 'kecil', 'makin', 'terpuruk']",yang jual di tiktok kbnykn para seleb yang duitny sudah banyak hp dan leptopny juga sudah bagus dan mahal ksi yang pdagang msarakat kecil makin puruk,-1,negatif
2159,2023-09-27T18:34:48Z,@rivandialfiyan3069,"Gak bingung mba,kan ada yang aplikasi yang resmi untuk jualan,tinggal promosiin aja lewat tiktok kan sma aja...",gak bingung mbakan ada yang aplikasi yang resmi untuk jualantinggal promosiin aja lewat tiktok kan sma aja,enggak bingung mbakan ada yang aplikasi yang resmi untuk jualantinggal promosiin saja lewat tiktok kan sama saja,"['enggak', 'bingung', 'mbakan', 'ada', 'yang', 'aplikasi', 'yang', 'resmi', 'untuk', 'jualantinggal', 'promosiin', 'saja', 'lewat', 'tiktok', 'kan', 'sama', 'saja']",enggak bingung mbak ada yang aplikasi yang resmi untuk jualantinggal promosiin saja lewat tiktok kan sama saja,-9,negatif
2160,2023-09-27T17:36:49Z,@rioambara1151,"Inikan udah jaman modern, orang yang kreatif seharusnya didukung.... kok malah sihancurkan?.... Tinggal kau bikin grup buat mendidik berjualan di media sosial maupun onlain..... seharusnya pemerintah juga liat semuah sektor bukan 1 sektor aja.... lewat sosial media kan menggerakan banyak bidang jasa juga.... tinggal di olah lagi lah..... supaya pengiriman bisa berkembang di negara hingga manca negara, atau ga dari daerah kirim ke kota atau sebaliknya.... Kok kaya gini bukan di dukung malah di stop.... Diluar negri onlain terus dikembangkan kita malah mundur.... Ingat pas ada nya gojek di indo banyak sektor yang hilang, sepi, didemo abis2xan tapi sekarang banyak yang tumbuh dari go jek mulai dari gomart, go shop, go massage, go clean, dll.... bahkan beli barang hari ini sampai pun ada klo lagi mendesak.... dari tiktok instagram dll... Menurutku pemerintah salah ngambil keputusanya....",inikan udah jaman modern orang yang kreatif seharusnya didukung kok malah sihancurkan tinggal kau bikin grup buat mendidik berjualan di media sosial maupun onlain seharusnya pemerintah juga liat semuah sektor bukan  sektor aja lewat sosial media kan menggerakan banyak bidang jasa juga tinggal di olah lagi lah supaya pengiriman bisa berkembang di negara hingga manca negara atau ga dari daerah kirim ke kota atau sebaliknya kok kaya gini bukan di dukung malah di stop diluar negri onlain terus dikembangkan kita malah mundur ingat pas ada nya gojek di indo banyak sektor yang hilang sepi didemo abisxan tapi sekarang banyak yang tumbuh dari go jek mulai dari gomart go shop go massage go clean dll bahkan beli barang hari ini sampai pun ada klo lagi mendesak dari tiktok instagram dll menurutku pemerintah salah ngambil keputusanya,inikan sudah jaman modern orang yang kreatif seharusnya didukung kok malah sihancurkan tinggal kau bikin grup buat mendidik berjualan di media sosial maupun onlain seharusnya pemerintah juga lihat semuah sektor bukan  sektor saja lewat sosial media kan menggerakan banyak bidang jasa juga tinggal di olah lagi lah supaya pengiriman bisa berkembang di negara hingga manca negara atau enggak dari daerah kirim ke kota atau sebaliknya kok kayak begini bukan di dukung malah di stop diluar negeri onlain terus dikembangkan kita malah mundur ingat pas ada nya gojek di indonesia banyak sektor yang hilang sepi didemo abisxan tapi sekarang banyak yang tumbuh dari go jek mulai dari gomart go shop go massage go clean dll bahkan beli barang hari ini sampai pun ada kalo lagi mendesak dari tiktok instagram dll menurutku pemerintah salah ngambil keputusanya,"['inikan', 'sudah', 'jaman', 'modern', 'orang', 'yang', 'kreatif', 'seharusnya', 'didukung', 'kok', 'malah', 'sihancurkan', 'tinggal', 'kau', 'bikin', 'grup', 'buat', 'mendidik', 'berjualan', 'di', 'media', 'sosial', 'maupun', 'onlain', 'seharusnya', 'pemerintah', 'juga', 'lihat', 'semuah', 'sektor', 'bukan', 'sektor', 'saja', 'lewat', 'sosial', 'media', 'kan', 'menggerakan', 'banyak', 'bidang', 'jasa', 'juga', 'tinggal', 'di', 'olah', 'lagi', 'lah', 'supaya', 'pengiriman', 'bisa', 'berkembang', 'di', 'negara', 'hingga', 'manca', 'negara', 'atau', 'enggak', 'dari', 'daerah', 'kirim', 'ke', 'kota', 'atau', 'sebaliknya', 'kok', 'kayak', 'begini', 'bukan', 'di', 'dukung', 'malah', 'di', 'stop', 'diluar', 'negeri', 'onlain', 'terus', 'dikembangkan', 'kita', 'malah', 'mundur', 'ingat', 'pas', 'ada', 'nya', 'gojek', 'di', 'indonesia', 'banyak', 'sektor', 'yang', 'hilang', 'sepi', 'didemo', 'abisxan', 'tapi', 'sekarang', 'banyak', 'yang', 'tumbuh', 'dari', 'go', 'jek', 'mulai', 'dari', 'gomart', 'go', 'shop', 'go', 'massage', 'go', 'clean', 'dll', 'bahkan', 'beli', 'barang', 'hari', 'ini', 'sampai', 'pun', 'ada', 'kalo', 'lagi', 'mendesak', 'dari', 'tiktok', 'instagram', 'dll', 'menurutku', 'pemerintah', 'salah', 'ngambil', 'keputusanya']",ini sudah jaman modern orang yang kreatif harus dukung kok malah sihancurkan tinggal kau bikin grup buat didik jual di media sosial maupun onlain harus perintah juga lihat semuah sektor bukan sektor saja lewat sosial media kan gera banyak bidang jasa juga tinggal di olah lagi lah supaya kirim bisa kembang di negara hingga manca negara atau enggak dari daerah kirim ke kota atau balik kok kayak begini bukan di dukung malah di stop luar negeri onlain terus kembang kita malah mundur ingat pas ada nya gojek di indonesia banyak sektor yang hilang sepi demo abisxan tapi sekarang banyak yang tumbuh dari go jek mulai dari gomart go shop go massage go clean dll bahkan beli barang hari ini sampai pun ada kalo lagi desak dari tiktok instagram dll turut perintah salah ngambil keputusanya,1,positif
2161,2023-09-27T16:45:56Z,@DnRz_story01,"Tidak terlalu masalah jika shop online di tutup, yang penting toko offline menyesuaikan harganya.. (gak melunjak naik terus) 👍👍",tidak terlalu masalah jika shop online di tutup yang penting toko offline menyesuaikan harganya gak melunjak naik terus ,tidak terlalu masalah jika shop online di tutup yang penting toko offline menyesuaikan harganya enggak melunjak naik terus ,"['tidak', 'terlalu', 'masalah', 'jika', 'shop', 'online', 'di', 'tutup', 'yang', 'penting', 'toko', 'offline', 'menyesuaikan', 'harganya', 'enggak', 'melunjak', 'naik', 'terus']",tidak terlalu masalah jika shop online di tutup yang penting toko offline sesuai harga enggak melunjak naik terus,-9,negatif
2162,2023-09-29T05:02:19Z,@user-nv8jh7lz8m,"Kalau online dia ga perlu sewa toko, ga perlu ongkos pp dari rumah ke tokodan  ga ada yg minta jatah preman, sumbangan ga jelas dll, makanya online bisa murah,<br>Saya lebih suka beli di online karena murah",kalau online dia ga perlu sewa toko ga perlu ongkos pp dari rumah ke tokodan  ga ada yg minta jatah preman sumbangan ga jelas dll makanya online bisa murahbrsaya lebih suka beli di online karena murah,kalau online dia enggak perlu sewa toko enggak perlu ongkos pp dari rumah ke tokodan  enggak ada yang meminta jatah preman sumbangan enggak jelas dll makanya online bisa murahbrsaya lebih suka beli di online karena murah,"['kalau', 'online', 'dia', 'enggak', 'perlu', 'sewa', 'toko', 'enggak', 'perlu', 'ongkos', 'pp', 'dari', 'rumah', 'ke', 'tokodan', 'enggak', 'ada', 'yang', 'meminta', 'jatah', 'preman', 'sumbangan', 'enggak', 'jelas', 'dll', 'makanya', 'online', 'bisa', 'murahbrsaya', 'lebih', 'suka', 'beli', 'di', 'online', 'karena', 'murah']",kalau online dia enggak perlu sewa toko enggak perlu ongkos pp dari rumah ke tokodan enggak ada yang minta jatah preman sumbang enggak jelas dll makanya online bisa murahbrsaya lebih suka beli di online karena murah,7,positif
2163,2023-09-29T10:34:40Z,@anakrantau...1470,Nah itu ..<br>Pemerintah harus berantas preman2 dong ...,nah itu brpemerintah harus berantas preman dong ,nah itu brpemerintah harus berantas preman dong ,"['nah', 'itu', 'brpemerintah', 'harus', 'berantas', 'preman', 'dong']",nah itu brpemerintah harus berantas preman dong,-7,negatif
2164,2023-09-27T16:23:51Z,@994go33,Siapa pun harus tunduk dengan peraturan pemeritah tentang tiktok shop.. kalau kalian merasa dirugikan karna tiktok shop dilarang kalian itu terlalu egois . Kalian tidak melihat berapa puluh juta pelaku UMKM  K.O hanya gara² tiktok shop !!<br>Sadar woi,siapa pun harus tunduk dengan peraturan pemeritah tentang tiktok shop kalau kalian merasa dirugikan karna tiktok shop dilarang kalian itu terlalu egois  kalian tidak melihat berapa puluh juta pelaku umkm  ko hanya gara tiktok shop brsadar woi,siapa pun harus tunduk dengan peraturan pemeritah tentang tiktok shop kalau kalian merasa dirugikan karena tiktok shop dilarang kalian itu terlalu egois  kalian tidak melihat berapa puluh juta pelaku umkm  kok hanya gara tiktok shop brsadar woi,"['siapa', 'pun', 'harus', 'tunduk', 'dengan', 'peraturan', 'pemeritah', 'tentang', 'tiktok', 'shop', 'kalau', 'kalian', 'merasa', 'dirugikan', 'karena', 'tiktok', 'shop', 'dilarang', 'kalian', 'itu', 'terlalu', 'egois', 'kalian', 'tidak', 'melihat', 'berapa', 'puluh', 'juta', 'pelaku', 'umkm', 'kok', 'hanya', 'gara', 'tiktok', 'shop', 'brsadar', 'woi']",siapa pun harus tunduk dengan atur per tentang tiktok shop kalau kalian rasa rugi karena tiktok shop larang kalian itu terlalu egois kalian tidak lihat berapa puluh juta laku umkm kok hanya gara tiktok shop brsadar woi,-32,negatif
2165,2023-10-02T12:36:38Z,@asheltea1703,"Skalian dong lazada,<br>Shoppe tokped Dll dilarang juga,<br>Mentang2 ada pemasukan bebas2 aja dasar negri konoha😂😂😂😂",skalian dong lazadabrshoppe tokped dll dilarang jugabrmentang ada pemasukan bebas aja dasar negri konoha,skalian dong lazadabrshoppe tokped dll dilarang jugabrmentang ada pemasukan bebas saja dasar negeri konoha,"['skalian', 'dong', 'lazadabrshoppe', 'tokped', 'dll', 'dilarang', 'jugabrmentang', 'ada', 'pemasukan', 'bebas', 'saja', 'dasar', 'negeri', 'konoha']",skalian dong lazadabrshoppe tokped dll larang jugabrmentang ada pasu bebas saja dasar negeri konoha,-6,negatif
